"protein","logFC_pooled","P.Value_pooled","adjP_pooled"
"Q9BXJ7",0.0274462886179679,0.390480383634434,0.806578294256598
"Q8N488",0.0604369295301368,0.390551362234251,0.806578294256598
"Q8N565",-0.0382167427532998,0.390642107632909,0.806578294256598
"P54315",0.0603743457982333,0.390660934471244,0.806578294256598
"Q8TDH9",0.0244827730270404,0.39077171045138,0.806578294256598
"P56279",-0.039896426332071,0.390809360655189,0.806578294256598
"P55884",0.130425823942358,0.391017866609375,0.806578294256598
"Q6DD88",0.046977206354013,0.391042962158191,0.806578294256598
"Q9H114",-0.131623656402341,0.391068970045131,0.806578294256598
"P05451",-0.0633583368073116,0.391264850350767,0.806578294256598
"O15131",0.107155822759918,0.391311503355713,0.806578294256598
"P17812",0.0989505332444069,0.3920200480561,0.807621312790832
"P19883",0.0274482980860513,0.392173018741827,0.807621312790832
"O75146",0.0463505761144368,0.392317751508252,0.807621312790832
"P08118",0.103371805099116,0.392422054811745,0.807621312790832
"P50219",0.0319342985361959,0.392577813138061,0.807621312790832
"P19875",0.13301500697236,0.392828872897817,0.807621312790832
"Q9UBR1",0.0457125254391156,0.392957922653762,0.807621312790832
"P02748",0.0361498762900505,0.393010882366774,0.807621312790832
"P30533",0.0577941541334949,0.393111751839416,0.807621312790832
"Q68G75",0.050492092660124,0.393194807973033,0.807621312790832
"Q9HDC9",-0.0566082110594795,0.393198931791027,0.807621312790832
"P48426",0.123042160107569,0.393892284505565,0.808743815526092
"Q9BQ16",0.0573912638340532,0.394169176219123,0.808743815526092
"A6NHT5",-0.0272073358613002,0.394190720990181,0.808743815526092
"P36896",0.0266922183875502,0.394248462396874,0.808743815526092
"Q8N335",-0.0568248941279251,0.394602291116343,0.809211522375383
"Q99418",-0.0177662033910036,0.395095812818082,0.809543607939091
"Q15116",-0.0652777238676031,0.395223919606155,0.809543607939091
"O14964",-0.112920914865046,0.395332149011762,0.809543607939091
"O14523",0.0961787861966215,0.395386273925242,0.809543607939091
"P02749",-0.0224155037420208,0.395393635909918,0.809543607939091
"Q8WWF3",0.102834416658634,0.39584586988018,0.809973611292201
"Q9NZ53",0.100423461579643,0.395895079435988,0.809973611292201
"P20800",-0.0588591643757906,0.39620746988805,0.809973611292201
"P20337",0.0560685965818418,0.396408187347239,0.809973611292201
"Q9UBP4",-0.0568271774645302,0.396471095289321,0.809973611292201
"O95630",0.0735721985344146,0.396496331919317,0.809973611292201
"Q9NPB0",0.0287559774720157,0.396603229018634,0.809973611292201
"P52888",0.0473568941646387,0.396896631658023,0.809973611292201
"Q96EY4",0.0252403820030673,0.396962864109097,0.809973611292201
"O95868",0.045335668964665,0.396972835524255,0.809973611292201
"O75817",0.0884388571973833,0.397038709805082,0.809973611292201
"Q14554",-0.155111467638835,0.397115035982633,0.809973611292201
"P11586",0.105018050377341,0.397331634303725,0.81015844648296
"Q9NQ66",-0.0884004466846925,0.397670417141085,0.810560014579192
"Q9H4A3",0.0907397139381216,0.397809106786822,0.810560014579192
"O00626",0.063971599237257,0.397906696629841,0.810560014579192
"Q9NX08",0.0532173306088193,0.398226020868497,0.810953622610926
"P45984",0.0768280694558749,0.398417561589301,0.811086843488697
"O00629",0.0372999835405803,0.398600680710706,0.811120027992033
"O60759",0.0578100992569481,0.398858449475522,0.811120027992033
"P19320",0.0428099013501605,0.398911812154186,0.811120027992033
"O15525",0.0542748992400919,0.398938368611227,0.811120027992033
"O75973",-0.0323910389696635,0.399190895336489,0.811181982761719
"Q66K79",-0.0418305411991391,0.399336685049893,0.811181982761719
"Q1L6U9",0.0668450061553899,0.399488486436434,0.811181982761719
"Q5TA50",-0.0815217691048146,0.399567575908314,0.811181982761719
"Q12972",-0.0671232476367839,0.399705181161165,0.811181982761719
"Q8NHV1",0.0509602184888576,0.399788890984449,0.811181982761719
"P50395",0.0820375030967095,0.399851793710877,0.811181982761719
"Q96Q83",-0.0841753272751953,0.400541558341566,0.812158543743738
"Q6H3X3",-0.0314556571919977,0.400687968449794,0.812158543743738
"Q96AE4",0.0737606947214951,0.400712029124379,0.812158543743738
"P15169",-0.0208788353696841,0.40090120748853,0.812285968922097
"Q08345",0.0242214142478079,0.401115240796904,0.812463657815713
"P20963",0.0272782137581546,0.401271257853548,0.81252375921164
"P08949",-0.0292003388790704,0.401604643763332,0.812686753979339
"Q9ULT6",0.0598718300527325,0.401633217217634,0.812686753979339
"Q9NP60",-0.0368043625471349,0.401809509869715,0.812686753979339
"Q9H7C9",-0.0666927776808318,0.402111644978309,0.812686753979339
"Q6YP21",0.0796875262619179,0.402122825579674,0.812686753979339
"Q9BZR8",-0.0628529631666569,0.40233248732458,0.812686753979339
"Q13404",0.0901493301240251,0.402663402012142,0.812686753979339
"Q14CN4",-0.0290439133573661,0.402773041890531,0.812686753979339
"Q13309",0.0622632239749039,0.402793296701777,0.812686753979339
"Q14112",0.0663598366945702,0.402928008428822,0.812686753979339
"Q1ZYL8",-0.0714989725425563,0.402997180481881,0.812686753979339
"Q9NP77",-0.0928209654494768,0.403012940112392,0.812686753979339
"P50053",-0.0364953304761398,0.403162256755524,0.812686753979339
"Q9Y6H3",0.0603746888484716,0.403226754964904,0.812686753979339
"P02655",-0.0625369822121584,0.40324730709813,0.812686753979339
"O95897",0.0574788865096884,0.403580781173059,0.813053930954518
"O95793",0.055192076698155,0.4037285078586,0.813053930954518
"P10082",-0.054525329262944,0.403871771504475,0.813053930954518
"O95861",-0.108167753894607,0.40399289730731,0.813053930954518
"P01137",0.0375511053076409,0.404169784710965,0.813053930954518
"Q6PIZ9",0.0306662311369131,0.404188060528937,0.813053930954518
"Q8TAF3",0.120759836564727,0.404336979449448,0.813075374144065
"Q13158",0.0259815865140818,0.404597534608446,0.813075374144065
"O75022",-0.0331299856831657,0.404677698330057,0.813075374144065
"Q9H2M3",-0.0201475683070398,0.404811842121242,0.813075374144065
"P54317",0.079597711941489,0.404919104266224,0.813075374144065
"Q99519",-0.0428670434837047,0.405040993061312,0.813075374144065
"Q8IUF8",0.0419327810033324,0.405523013216002,0.813075374144065
"Q8TB03",-0.129184599280917,0.405534024753533,0.813075374144065
"P10147",0.052492465724046,0.405541675573833,0.813075374144065
"Q6ZMB0",-0.0275664387445914,0.405678297198406,0.813075374144065
"P22749",-0.0560981469675344,0.405688294841713,0.813075374144065
"Q9NQZ5",-0.0441470323113648,0.405715887984498,0.813075374144065
"P11117",0.0708894168576922,0.405858004314475,0.81310679929794
"Q99497",0.0955437902235279,0.406318587881385,0.813648512444785
"P15586",-0.0377480933911181,0.406381437097286,0.813648512444785
"Q14693",-0.0913952530982998,0.406642486150084,0.813917780401863
"P10242",-0.0290909891547915,0.40709072252653,0.814285712149565
"Q9H422",-0.0191464488352985,0.407169659196436,0.814285712149565
"Q12857",0.0227289204157442,0.407321043671743,0.814285712149565
"P62256",-0.0449693797223115,0.407443708860188,0.814285712149565
"P31948",0.0856692145933767,0.40755857527509,0.814285712149565
"Q8IZV5",0.030493390371975,0.407658422512333,0.814285712149565
"O95834",0.044963760279363,0.407712640821272,0.814285712149565
"A6NKN8",-0.0428216240669754,0.407992791318084,0.814415468788215
"Q13490",0.0369957075490548,0.408030887954537,0.814415468788215
"Q7KYR7",0.0250068776690749,0.408530943646937,0.814629461930235
"P07333",-0.0439966822548145,0.408532726854041,0.814629461930235
"Q9NPF2",0.0402223284296927,0.4085572250833,0.814629461930235
"Q92187",0.0953278811891885,0.408644789952875,0.814629461930235
"Q13526",0.0394873499251368,0.409193907498076,0.815299849804256
"O14745",-0.120862810232345,0.409310025104142,0.815299849804256
"O94808",0.0443182098536955,0.409567751940892,0.815299849804256
"Q9GZM3",-0.0695038617867183,0.409653887770353,0.815299849804256
"Q14626",-0.0280862681179445,0.409769913752706,0.815299849804256
"P0C024",-0.0709996943748904,0.409901128525036,0.815299849804256
"Q01826",0.0222019486618127,0.409906462086317,0.815299849804256
"Q68D85",-0.0637541381218491,0.410187761155359,0.815299849804256
"O14530",-0.133124198799336,0.410413389975104,0.815299849804256
"Q6EBC2",0.0629903709509534,0.410482692323868,0.815299849804256
"Q86YB8",-0.0734280970208255,0.410896373434667,0.815299849804256
"Q7L0J3",0.0425855671284155,0.41102697783419,0.815299849804256
"P21757",-0.0309034307913266,0.411068527820604,0.815299849804256
"Q8WYQ3",0.0679500472002546,0.411113799158826,0.815299849804256
"Q9H819",-0.0696692583159313,0.4111310148394,0.815299849804256
"P17027",-0.0561473634212379,0.411172641699995,0.815299849804256
"O15296",-0.0766825621476709,0.411231647483151,0.815299849804256
"Q969W9",-0.0310443168063524,0.411263055942312,0.815299849804256
"P47972",0.0362312968248691,0.411650985090692,0.815619470433115
"O75821",0.10189081970227,0.411677935161855,0.815619470433115
"P56278",-0.0347744009806388,0.411908624219243,0.81566397544377
"Q9UK32",0.084180360523979,0.411954065035199,0.81566397544377
"Q00978",0.0392374468886685,0.412158172042682,0.815816929641885
"Q86U06",0.0492848426052235,0.412540031334872,0.816146301002432
"P43235",-0.0640282145274444,0.41257838976192,0.816146301002432
"P42127",0.0280841765326952,0.413086129487946,0.816300189428792
"P69905|P68871",0.150924605459772,0.413196345267165,0.816300189428792
"Q9UKW4",0.0406440116109843,0.413258772481502,0.816300189428792
"Q9NXV2",-0.0380368004901438,0.413330640218273,0.816300189428792
"Q9Y5K5",0.0830339456531774,0.413385106574264,0.816300189428792
"P16152",0.0579266691220598,0.413541283892036,0.816300189428792
"P26927",0.108880390739331,0.413602163371064,0.816300189428792
"Q15700",0.0961155661620851,0.41367164007906,0.816300189428792
"Q9BXN1",0.040136182277993,0.413887113266306,0.816474854421968
"Q96LC9",-0.0741162332502782,0.414277791953792,0.816912103218604
"Q9NS71",-0.0292663553436983,0.414374486021288,0.816912103218604
"O75880",-0.0238699393516948,0.414540010885879,0.816912103218604
"P0DMM9",-0.15844046691941,0.414647894961698,0.816912103218604
"P50452",0.044177493763069,0.414830243267816,0.816912103218604
"Q9UBX5",-0.0592330768429581,0.414907786704782,0.816912103218604
"Q14114",-0.0314525022005209,0.415048811194116,0.816912103218604
"Q15013",0.0402590548762543,0.415154383863421,0.816912103218604
"Q9HCY8",0.0354075398167534,0.415260216638352,0.816912103218604
"Q9BZ29",0.0395432687743922,0.415379035534884,0.816912103218604
"Q9NSD4",0.0480811333335057,0.415796820703617,0.817018624531487
"Q15596",-0.0747882242468885,0.415819450181963,0.817018624531487
"P52565",0.0331787297589638,0.415929013247238,0.817018624531487
"P01242",-0.088547598650321,0.415941374081183,0.817018624531487
"Q96G28",0.0774050272267973,0.416232748233049,0.817323820923272
"P46527",0.0801354666474271,0.416350931013006,0.817323820923272
"Q93070",0.0408201553935246,0.416732084056405,0.817482111235184
"P08514|P05106",0.132084383429983,0.416785947506328,0.817482111235184
"Q96E17",-0.147971305627803,0.416812912881382,0.817482111235184
"Q9Y5L3",0.0691968118303374,0.41720185606144,0.8177501517664
"O15119",0.0568360440893661,0.417231207591927,0.8177501517664
"Q9NZC7",0.0623341576912964,0.41733105241756,0.8177501517664
"P22607",-0.0626960343547927,0.41772032968141,0.818263612604675
"Q8IY33",-0.0254257300260987,0.418080590345912,0.818266790172798
"P54274",0.0177252369027337,0.418086208414832,0.818266790172798
"P60174",0.106727777057583,0.41824565163333,0.818266790172798
"P07202",-0.0478121212518538,0.418272656743698,0.818266790172798
"Q9BSI4",0.0394554349733975,0.418410051590813,0.818266790172798
"P34913",0.0241594011300554,0.418485379082309,0.818266790172798
"Q8N1Q1",-0.125533857547107,0.418638568704862,0.81831751834072
"P38484",-0.0218894700550759,0.41921118905666,0.818645983564474
"Q8NFY4",-0.0333077231756869,0.41924007336391,0.818645983564474
"P26441",0.0378665464974701,0.419288676967517,0.818645983564474
"Q8N668",-0.0956737943037604,0.419641151554757,0.818645983564474
"Q8TBE7",0.0712495568204147,0.419753036834606,0.818645983564474
"Q96TA2",0.0277851590738557,0.419894451793273,0.818645983564474
"O60939",-0.0349360637962056,0.420161587592767,0.818645983564474
"P12259",0.0346612573148379,0.420234643220785,0.818645983564474
"Q9UHG2",-0.052284365193168,0.420240611126386,0.818645983564474
"P49913",-0.0463517961197481,0.420458751568772,0.818645983564474
"Q9H8S9",0.061072357772877,0.420756041425854,0.818645983564474
"Q9Y3D2",-0.0319619555975696,0.420858940766748,0.818645983564474
"Q9BUV0",0.0248545754880772,0.420889117030124,0.818645983564474
"O15405",0.0288600893392185,0.420939545358246,0.818645983564474
"Q6HA08",0.0328924855923334,0.420954271317189,0.818645983564474
"Q14088",-0.0975687688728914,0.421337019848642,0.818645983564474
"Q9BYV2",0.0396507290042459,0.421367352262146,0.818645983564474
"Q9NRD5",0.0696199740323912,0.421458990213953,0.818645983564474
"P37108",0.0382665403396136,0.421574003057793,0.818645983564474
"P61371",-0.0368901676542262,0.421577505400711,0.818645983564474
"P54727",0.0710758780569101,0.421635040869965,0.818645983564474
"Q86TA1",0.0404670718460418,0.421833116305751,0.818645983564474
"Q14CS0",-0.0841854622309431,0.42186860253482,0.818645983564474
"O76011",0.0508281164791834,0.421938586093929,0.818645983564474
"Q9UK85",-0.0455376214099677,0.421989027447711,0.818645983564474
"P16233",-0.0641373197593481,0.422191966214018,0.818792682365002
"Q8WXG8",0.0406880228171382,0.422485421351836,0.819114785864834
"Q99623",-0.0359087792373423,0.422953883325452,0.81951896087292
"Q9Y2D0",0.0349251717323926,0.423067151562259,0.81951896087292
"Q9NW64",-0.0961749049472903,0.423140560510312,0.81951896087292
"Q96SI1",-0.0408849468010851,0.423203618264495,0.81951896087292
"P57086",0.0285456196408889,0.423341501578265,0.819539192248593
"O75604",0.0460956793490577,0.423548914145728,0.819625959498623
"Q9NPA1",0.0294207604007599,0.423641220552546,0.819625959498623
"Q99081",-0.0947538578129763,0.423975938396728,0.819742181234466
"P01215|P01222",-0.0635732222007057,0.423993348574036,0.819742181234466
"P17752",0.0629206825445311,0.424152296277588,0.819742181234466
"Q16595",0.0268651787256147,0.424211161428752,0.819742181234466
"Q9UBV4",-0.0756128549558188,0.424420500865703,0.819900342765796
"Q14117",-0.0523624449979302,0.424836122223695,0.820456787393568
"P22307",-0.11710396060362,0.425093633459367,0.820707642382825
"P13569",0.0785910337505457,0.425263621432771,0.820744434821333
"Q9UJJ9",0.0237296345245968,0.425438143548384,0.820744434821333
"P02489",0.0410639812229828,0.425603918302024,0.820744434821333
"P09874",0.0350170600541002,0.425867940819068,0.820744434821333
"Q8IZI9",0.0361281983967482,0.426090798794268,0.820744434821333
"P09429",0.0473035292170824,0.42634803456516,0.820744434821333
"Q5TA89",0.0331687097524246,0.426382365778776,0.820744434821333
"Q01064",0.0848479390102015,0.426503360255474,0.820744434821333
"O75962",-0.0554274118534318,0.426515685421209,0.820744434821333
"Q9BXW6",0.112805801049554,0.42657735868349,0.820744434821333
"P10584",0.0255941864413382,0.426590927244179,0.820744434821333
"Q99075",0.10561395298741,0.426644168186552,0.820744434821333
"Q09327",-0.0587609090894413,0.426962828562216,0.82111182729773
"O60704",0.0204925158506155,0.427142937693253,0.821212625502334
"Q92551",0.0971460105526893,0.42755863505541,0.821766163192272
"O43184",0.0332191457768731,0.427815339660378,0.822006952144804
"P0C7L1",0.0483696239538269,0.428150354967639,0.822006952144804
"Q96JP5",-0.09062305548749,0.428154573663734,0.822006952144804
"Q16401",0.0477803767393852,0.428195193544565,0.822006952144804
"P42574",-0.134285326875396,0.428493704576338,0.822270280868036
"P35225",0.0440634068249221,0.428588086062767,0.822270280868036
"P48163",-0.0411408151438274,0.428916509362182,0.822654957264597
"Q9HCM2",0.0693995214036821,0.429086637841952,0.8227358878836
"Q9Y5X9",-0.0412734085283762,0.429265819103145,0.822834122996222
"O00445",-0.0385051377269394,0.430226499306045,0.824429862049218
"Q96KC8",0.116703252968395,0.430667186269949,0.82498459758905
"O75716",-0.0393065251124439,0.430772551501171,0.82498459758905
"Q9HDC5",-0.0362447125992377,0.431230258390336,0.825340746727902
"P51813",0.0213611944922657,0.431509507786393,0.825340746727902
"Q8IZJ1",-0.0407938881864877,0.431615404209501,0.825340746727902
"Q16698",0.148619265744017,0.431747994180892,0.825340746727902
"Q99959",0.0714281800996169,0.431820827543998,0.825340746727902
"P60059",-0.0322037062019738,0.431912155575772,0.825340746727902
"Q9Y6E0",-0.110263211269403,0.432248246724378,0.825340746727902
"O15195",0.036258186140277,0.432398322942188,0.825340746727902
"O15455",-0.0369892749972404,0.432447335058165,0.825340746727902
"Q9NPB3",-0.0349086080792959,0.432479702404254,0.825340746727902
"Q8WUU5",-0.0243630043994942,0.432501279723602,0.825340746727902
"P15260",-0.0336734298698418,0.432710459398962,0.825340746727902
"Q15646",0.0440896039643422,0.432855243317274,0.825340746727902
"Q14145",0.0362912114134144,0.432983635136751,0.825340746727902
"Q00610",0.0310108092058003,0.433047590087934,0.825340746727902
"Q7Z6M3",-0.0302537414764912,0.433064226838456,0.825340746727902
"Q68CQ7",0.0277589645340467,0.433140261266781,0.825340746727902
